NO,Species,degree.bud,status,chilling,photoperiod,group,Growth.form,Deciduousness,shade.tolerance
780,Camellia fraterna,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
781,Camellia fraterna,1404.4,2,C1,P12,C1/P12,Shrub,Evergreen,light
782,Camellia fraterna,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,light
783,Camellia fraterna,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
784,Camellia fraterna,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,light
785,Camellia fraterna,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
786,Camellia fraterna,585.6,2,C2,P12,C2/P12,Shrub,Evergreen,light
787,Camellia fraterna,210.6,2,C2,P10,C2/P10,Shrub,Evergreen,light
788,Camellia fraterna,979.4,2,C1,P14,C1/P14,Shrub,Evergreen,light
789,Camellia fraterna,979.4,2,C1,P14,C1/P14,Shrub,Evergreen,light
790,Camellia fraterna,585.6,2,C2,P14,C2/P14,Shrub,Evergreen,light
791,Camellia fraterna,979.4,2,C1,P10,C1/P10,Shrub,Evergreen,light
792,Camellia fraterna,260.6,2,C2,P14,C2/P14,Shrub,Evergreen,light
793,Camellia fraterna,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,light
794,Camellia fraterna,595.9,2,C3,P10,C3/P10,Shrub,Evergreen,light
795,Camellia fraterna,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,light
796,Camellia fraterna,1404.4,2,C1,P14,C1/P14,Shrub,Evergreen,light
797,Camellia fraterna,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,light
798,Camellia fraterna,1354.4,1,C1,P14,C1/P14,Shrub,Evergreen,light
799,Camellia fraterna,695.9,2,C3,P10,C3/P10,Shrub,Evergreen,light
800,Camellia fraterna,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,light
801,Camellia fraterna,1404.4,2,C1,P14,C1/P14,Shrub,Evergreen,light
802,Camellia fraterna,470.9,2,C3,P14,C3/P14,Shrub,Evergreen,light
803,Camellia fraterna,210.6,2,C2,P12,C2/P12,Shrub,Evergreen,light
804,Camellia fraterna,420.9,2,C3,P10,C3/P10,Shrub,Evergreen,light
805,Camellia fraterna,470.9,2,C3,P14,C3/P14,Shrub,Evergreen,light
806,Camellia fraterna,520.9,2,C3,P14,C3/P14,Shrub,Evergreen,light
807,Camellia fraterna,420.9,2,C3,P14,C3/P14,Shrub,Evergreen,light
808,Camellia fraterna,520.9,2,C3,P12,C3/P12,Shrub,Evergreen,light
809,Camellia fraterna,595.9,2,C3,P10,C3/P10,Shrub,Evergreen,light
810,Camellia fraterna,520.9,2,C3,P12,C3/P12,Shrub,Evergreen,light
811,Camellia fraterna,595.9,2,C3,P12,C3/P12,Shrub,Evergreen,light
812,Pieris formosa,535.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
813,Pieris formosa,535.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
814,Pieris formosa,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
815,Pieris formosa,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
816,Pieris formosa,360.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
817,Pieris formosa,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,shade
818,Pieris formosa,229.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
819,Pieris formosa,585.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
820,Pieris formosa,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
821,Pieris formosa,595.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
822,Pieris formosa,529.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
823,Pieris formosa,360.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
824,Pieris formosa,360.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
825,Pieris formosa,404.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
826,Pieris formosa,404.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
827,Pieris formosa,704.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
828,Pieris formosa,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
829,Pieris formosa,404.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
830,Pieris formosa,470.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
831,Pieris formosa,645.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
832,Pieris formosa,579.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
833,Pieris formosa,404.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
834,Pieris formosa,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
835,Pieris formosa,404.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
836,Pieris formosa,360.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
837,Pieris formosa,479.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
838,Pieris formosa,579.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
839,Pieris formosa,479.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
840,Pieris formosa,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
841,Pieris formosa,404.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
842,Pieris formosa,360.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
843,Pieris formosa,645.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
844,Pieris formosa,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
845,Pieris formosa,679.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
846,Pieris formosa,470.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
847,Pieris formosa,360.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
848,Pieris formosa,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
849,Pieris formosa,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
850,Pieris formosa,435.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
851,Pieris formosa,470.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
852,Pieris formosa,435.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
853,Pieris formosa,704.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
854,Pieris formosa,360.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
855,Pieris formosa,360.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
856,Pieris formosa,695.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
857,Pieris formosa,595.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
858,Pieris formosa,695.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
859,Pieris formosa,470.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
860,Pieris formosa,404.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
861,Pieris formosa,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
862,Pieris formosa,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
863,Pieris formosa,645.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
864,Pieris formosa,595.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
865,Pieris formosa,520.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
866,Choerospondias axilloaris,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
867,Choerospondias axilloaris,404.4,2,C1,P10,C1/P10,Tree,Deciduous,light
868,Choerospondias axilloaris,910.6,1,C2,P12,C2/P12,Tree,Deciduous,light
869,Choerospondias axilloaris,435.6,2,C2,P14,C2/P14,Tree,Deciduous,light
870,Choerospondias axilloaris,279.4,2,C1,P12,C1/P12,Tree,Deciduous,light
871,Choerospondias axilloaris,404.4,2,C1,P12,C1/P12,Tree,Deciduous,light
872,Choerospondias axilloaris,985.6,1,C2,P12,C2/P12,Tree,Deciduous,light
873,Choerospondias axilloaris,1160.6,1,C2,P10,C2/P10,Tree,Deciduous,light
874,Choerospondias axilloaris,520.9,2,C3,P10,C3/P10,Tree,Deciduous,light
875,Choerospondias axilloaris,1120.9,1,C3,P14,C3/P14,Tree,Deciduous,light
876,Choerospondias axilloaris,279.4,2,C1,P12,C1/P12,Tree,Deciduous,light
877,Choerospondias axilloaris,479.4,2,C1,P12,C1/P12,Tree,Deciduous,light
878,Choerospondias axilloaris,535.6,2,C2,P12,C2/P12,Tree,Deciduous,light
879,Choerospondias axilloaris,1535.6,1,C2,P10,C2/P10,Tree,Deciduous,light
880,Choerospondias axilloaris,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
881,Choerospondias axilloaris,520.9,2,C3,P10,C3/P10,Tree,Deciduous,light
882,Choerospondias axilloaris,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
883,Choerospondias axilloaris,1720.9,1,C3,P12,C3/P12,Tree,Deciduous,light
884,Choerospondias axilloaris,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
885,Choerospondias axilloaris,470.9,2,C3,P10,C3/P10,Tree,Deciduous,light
886,Choerospondias axilloaris,1404.4,1,C1,P14,C1/P14,Tree,Deciduous,light
887,Choerospondias axilloaris,520.9,2,C3,P14,C3/P14,Tree,Deciduous,light
888,Choerospondias axilloaris,520.9,2,C3,P12,C3/P12,Tree,Deciduous,light
889,Choerospondias axilloaris,1404.4,1,C1,P14,C1/P14,Tree,Deciduous,light
890,Choerospondias axilloaris,860.6,1,C2,P10,C2/P10,Tree,Deciduous,light
891,Choerospondias axilloaris,535.6,2,C2,P10,C2/P10,Tree,Deciduous,light
892,Choerospondias axilloaris,435.6,2,C2,P12,C2/P12,Tree,Deciduous,light
893,Choerospondias axilloaris,1085.6,2,C2,P12,C2/P12,Tree,Deciduous,light
894,Choerospondias axilloaris,404.4,2,C1,P10,C1/P10,Tree,Deciduous,light
895,Choerospondias axilloaris,479.4,2,C1,P10,C1/P10,Tree,Deciduous,light
896,Choerospondias axilloaris,635.6,2,C2,P14,C2/P14,Tree,Deciduous,light
897,Choerospondias axilloaris,1720.9,1,C3,P12,C3/P12,Tree,Deciduous,light
898,Choerospondias axilloaris,470.9,2,C3,P10,C3/P10,Tree,Deciduous,light
899,Choerospondias axilloaris,470.9,2,C3,P14,C3/P14,Tree,Deciduous,light
900,Choerospondias axilloaris,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
901,Choerospondias axilloaris,1535.6,1,C2,P12,C2/P12,Tree,Deciduous,light
902,Choerospondias axilloaris,520.9,2,C3,P12,C3/P12,Tree,Deciduous,light
903,Choerospondias axilloaris,520.9,2,C3,P14,C3/P14,Tree,Deciduous,light
904,Choerospondias axilloaris,929.4,2,C1,P14,C1/P14,Tree,Deciduous,light
905,Choerospondias axilloaris,595.9,2,C3,P12,C3/P12,Tree,Deciduous,light
906,Choerospondias axilloaris,1745.9,1,C3,P10,C3/P10,Tree,Deciduous,light
907,Choerospondias axilloaris,1404.4,1,C1,P14,C1/P14,Tree,Deciduous,light
908,Choerospondias axilloaris,1535.6,1,C2,P10,C2/P10,Tree,Deciduous,light
909,Choerospondias axilloaris,1404.4,1,C1,P14,C1/P14,Tree,Deciduous,light
910,Choerospondias axilloaris,535.6,2,C2,P14,C2/P14,Tree,Deciduous,light
911,Choerospondias axilloaris,520.9,2,C3,P14,C3/P14,Tree,Deciduous,light
912,Choerospondias axilloaris,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
913,Choerospondias axilloaris,645.9,2,C3,P12,C3/P12,Tree,Deciduous,light
914,Choerospondias axilloaris,435.6,2,C2,P10,C2/P10,Tree,Deciduous,light
915,Choerospondias axilloaris,1120.9,1,C3,P10,C3/P10,Tree,Deciduous,light
916,Choerospondias axilloaris,1404.4,1,C1,P14,C1/P14,Tree,Deciduous,light
917,Choerospondias axilloaris,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
918,Choerospondias axilloaris,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
919,Choerospondias axilloaris,520.9,2,C3,P14,C3/P14,Tree,Deciduous,light
920,Alniphyllum fortunei,595.9,2,C3,P10,C3/P10,Tree,Deciduous,light
921,Alniphyllum fortunei,820.9,1,C3,P12,C3/P12,Tree,Deciduous,light
922,Alniphyllum fortunei,435.6,2,C2,P14,C2/P14,Tree,Deciduous,light
923,Alniphyllum fortunei,435.6,2,C2,P12,C2/P12,Tree,Deciduous,light
924,Alniphyllum fortunei,229.4,2,C1,P12,C1/P12,Tree,Deciduous,light
925,Alniphyllum fortunei,529.4,2,C1,P10,C1/P10,Tree,Deciduous,light
926,Alniphyllum fortunei,354.4,1,C1,P12,C1/P12,Tree,Deciduous,light
927,Alniphyllum fortunei,479.4,2,C1,P10,C1/P10,Tree,Deciduous,light
928,Alniphyllum fortunei,360.6,2,C2,P10,C2/P10,Tree,Deciduous,light
929,Alniphyllum fortunei,1745.9,1,C3,P10,C3/P10,Tree,Deciduous,light
930,Alniphyllum fortunei,404.4,2,C1,P12,C1/P12,Tree,Deciduous,light
931,Alniphyllum fortunei,1535.6,1,C2,P10,C2/P10,Tree,Deciduous,light
932,Alniphyllum fortunei,229.4,2,C1,P10,C1/P10,Tree,Deciduous,light
933,Alniphyllum fortunei,360.6,2,C2,P14,C2/P14,Tree,Deciduous,light
934,Alniphyllum fortunei,679.4,2,C1,P14,C1/P14,Tree,Deciduous,light
935,Alniphyllum fortunei,635.6,2,C2,P10,C2/P10,Tree,Deciduous,light
936,Alniphyllum fortunei,1745.9,1,C3,P14,C3/P14,Tree,Deciduous,light
937,Alniphyllum fortunei,360.6,2,C2,P14,C2/P14,Tree,Deciduous,light
938,Alniphyllum fortunei,229.4,2,C1,P10,C1/P10,Tree,Deciduous,light
939,Alniphyllum fortunei,820.9,1,C3,P12,C3/P12,Tree,Deciduous,light
940,Alniphyllum fortunei,635.6,2,C2,P12,C2/P12,Tree,Deciduous,light
941,Alniphyllum fortunei,435.6,2,C2,P12,C2/P12,Tree,Deciduous,light
942,Alniphyllum fortunei,420.9,2,C3,P12,C3/P12,Tree,Deciduous,light
943,Alniphyllum fortunei,1745.9,1,C3,P10,C3/P10,Tree,Deciduous,light
944,Alniphyllum fortunei,845.9,1,C3,P10,C3/P10,Tree,Deciduous,light
945,Alniphyllum fortunei,1535.6,1,C2,P12,C2/P12,Tree,Deciduous,light
946,Alniphyllum fortunei,229.4,2,C1,P14,C1/P14,Tree,Deciduous,light
947,Alniphyllum fortunei,435.6,2,C2,P12,C2/P12,Tree,Deciduous,light
948,Alniphyllum fortunei,1745.9,1,C3,P14,C3/P14,Tree,Deciduous,light
949,Alniphyllum fortunei,435.6,2,C2,P10,C2/P10,Tree,Deciduous,light
950,Alniphyllum fortunei,260.6,2,C2,P10,C2/P10,Tree,Deciduous,light
951,Alniphyllum fortunei,229.4,2,C1,P14,C1/P14,Tree,Deciduous,light
952,Alniphyllum fortunei,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
953,Alniphyllum fortunei,1745.9,1,C3,P14,C3/P14,Tree,Deciduous,light
954,Alniphyllum fortunei,635.6,2,C2,P10,C2/P10,Tree,Deciduous,light
955,Alniphyllum fortunei,960.6,1,C2,P10,C2/P10,Tree,Deciduous,light
956,Alniphyllum fortunei,360.6,2,C2,P10,C2/P10,Tree,Deciduous,light
957,Alniphyllum fortunei,420.9,2,C3,P14,C3/P14,Tree,Deciduous,light
958,Alniphyllum fortunei,1745.9,1,C3,P10,C3/P10,Tree,Deciduous,light
959,Alniphyllum fortunei,1720.9,1,C3,P12,C3/P12,Tree,Deciduous,light
960,Alniphyllum fortunei,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
961,Alniphyllum fortunei,404.4,2,C1,P14,C1/P14,Tree,Deciduous,light
962,Alniphyllum fortunei,435.6,2,C2,P14,C2/P14,Tree,Deciduous,light
963,Alniphyllum fortunei,420.9,2,C3,P14,C3/P14,Tree,Deciduous,light
964,Alniphyllum fortunei,435.6,2,C2,P12,C2/P12,Tree,Deciduous,light
965,Alniphyllum fortunei,229.4,2,C1,P14,C1/P14,Tree,Deciduous,light
966,Alniphyllum fortunei,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
967,Alniphyllum fortunei,420.9,2,C3,P12,C3/P12,Tree,Deciduous,light
968,Alniphyllum fortunei,1720.9,1,C3,P12,C3/P12,Tree,Deciduous,light
969,Alniphyllum fortunei,420.9,2,C3,P10,C3/P10,Tree,Deciduous,light
970,Alniphyllum fortunei,1404.4,1,C1,P14,C1/P14,Tree,Deciduous,light
971,Alniphyllum fortunei,770.9,1,C3,P14,C3/P14,Tree,Deciduous,light
972,Alniphyllum fortunei,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
973,Alniphyllum fortunei,1404.4,1,C1,P12,C1/P12,Tree,Deciduous,light
974,Illicium lanceolatum,629.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
975,Illicium lanceolatum,479.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
976,Illicium lanceolatum,704.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
977,Illicium lanceolatum,635.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
978,Illicium lanceolatum,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
979,Illicium lanceolatum,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
980,Illicium lanceolatum,360.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
981,Illicium lanceolatum,535.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
982,Illicium lanceolatum,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
983,Illicium lanceolatum,435.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
984,Illicium lanceolatum,804.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
985,Illicium lanceolatum,535.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
986,Illicium lanceolatum,435.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
987,Illicium lanceolatum,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
988,Illicium lanceolatum,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
989,Illicium lanceolatum,529.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
990,Illicium lanceolatum,645.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
991,Illicium lanceolatum,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
992,Illicium lanceolatum,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
993,Illicium lanceolatum,695.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
994,Illicium lanceolatum,595.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
995,Illicium lanceolatum,529.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
996,Illicium lanceolatum,704.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
997,Illicium lanceolatum,529.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
998,Illicium lanceolatum,929.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
999,Illicium lanceolatum,770.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1000,Illicium lanceolatum,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1001,Illicium lanceolatum,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1002,Illicium lanceolatum,645.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1003,Illicium lanceolatum,929.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1004,Illicium lanceolatum,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1005,Illicium lanceolatum,645.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1006,Illicium lanceolatum,979.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1007,Illicium lanceolatum,695.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1008,Illicium lanceolatum,704.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1009,Illicium lanceolatum,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1010,Illicium lanceolatum,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1011,Illicium lanceolatum,695.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1012,Illicium lanceolatum,645.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1013,Illicium lanceolatum,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1014,Illicium lanceolatum,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1015,Illicium lanceolatum,520.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1016,Illicium lanceolatum,535.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1017,Illicium lanceolatum,479.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1018,Illicium lanceolatum,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1019,Illicium lanceolatum,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1020,Illicium lanceolatum,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1021,Illicium lanceolatum,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1022,Illicium lanceolatum,770.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1023,Illicium lanceolatum,770.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1024,Illicium lanceolatum,770.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1025,Illicium lanceolatum,595.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1026,Illicium lanceolatum,435.6,2,C2,P12,C2/P12,Shrub,Evergreen,shade
1027,Illicium lanceolatum,645.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1028,Symplocos anomala,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1029,Symplocos anomala,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1030,Symplocos anomala,354.4,2,C1,P14,C1/P14,Shrub,Evergreen,shade
1031,Symplocos anomala,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1032,Symplocos anomala,1535.6,1,C2,P14,C2/P14,Shrub,Evergreen,shade
1033,Symplocos anomala,885.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1034,Symplocos anomala,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1035,Symplocos anomala,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1036,Symplocos anomala,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1037,Symplocos anomala,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1038,Symplocos anomala,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1039,Symplocos anomala,360.6,2,C2,P10,C2/P10,Shrub,Evergreen,shade
1040,Symplocos anomala,435.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1041,Symplocos anomala,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1042,Symplocos anomala,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1043,Symplocos anomala,1535.6,1,C2,P14,C2/P14,Shrub,Evergreen,shade
1044,Symplocos anomala,470.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1045,Symplocos anomala,1535.6,1,C2,P14,C2/P14,Shrub,Evergreen,shade
1046,Symplocos anomala,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1047,Symplocos anomala,535.6,2,C2,P14,C2/P14,Shrub,Evergreen,shade
1048,Symplocos anomala,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1049,Symplocos anomala,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1050,Symplocos anomala,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1051,Symplocos anomala,1535.6,1,C2,P14,C2/P14,Shrub,Evergreen,shade
1052,Symplocos anomala,595.9,2,C3,P14,C3/P14,Shrub,Evergreen,shade
1053,Symplocos anomala,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1054,Symplocos anomala,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1055,Symplocos anomala,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1056,Symplocos anomala,1404.4,1,C1,P10,C1/P10,Shrub,Evergreen,shade
1057,Symplocos anomala,910.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1058,Symplocos anomala,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1059,Symplocos anomala,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,shade
1060,Symplocos anomala,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1061,Symplocos anomala,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1062,Symplocos anomala,1745.9,1,C3,P10,C3/P10,Shrub,Evergreen,shade
1063,Symplocos anomala,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1064,Symplocos anomala,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1065,Symplocos anomala,279.4,2,C1,P12,C1/P12,Shrub,Evergreen,shade
1066,Symplocos anomala,1535.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1067,Symplocos anomala,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1068,Symplocos anomala,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1069,Symplocos anomala,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1070,Symplocos anomala,520.9,2,C3,P10,C3/P10,Shrub,Evergreen,shade
1071,Symplocos anomala,354.4,2,C1,P10,C1/P10,Shrub,Evergreen,shade
1072,Symplocos anomala,1535.6,1,C2,P10,C2/P10,Shrub,Evergreen,shade
1073,Symplocos anomala,845.9,2,C3,P12,C3/P12,Shrub,Evergreen,shade
1074,Symplocos anomala,1720.9,1,C3,P12,C3/P12,Shrub,Evergreen,shade
1075,Symplocos anomala,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1076,Symplocos anomala,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,shade
1077,Symplocos anomala,985.6,1,C2,P12,C2/P12,Shrub,Evergreen,shade
1078,Symplocos anomala,1404.4,1,C1,P12,C1/P12,Shrub,Evergreen,shade
1079,Symplocos anomala,1404.4,1,C1,P14,C1/P14,Shrub,Evergreen,shade
1080,Symplocos anomala,1745.9,1,C3,P14,C3/P14,Shrub,Evergreen,shade
1081,Lindera glauca,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,light
1082,Lindera glauca,520.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1083,Lindera glauca,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,light
1084,Lindera glauca,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,light
1085,Lindera glauca,695.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1086,Lindera glauca,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,light
1087,Lindera glauca,1535.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
1088,Lindera glauca,595.9,2,C3,P12,C3/P12,Shrub,Deciduous,light
1089,Lindera glauca,995.9,2,C3,P14,C3/P14,Shrub,Deciduous,light
1090,Lindera glauca,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,light
1091,Lindera glauca,645.9,2,C3,P10,C3/P10,Shrub,Deciduous,light
1092,Lindera glauca,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,light
1093,Lindera glauca,810.6,2,C2,P14,C2/P14,Shrub,Deciduous,light
1094,Lindera glauca,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,light
1095,Lindera glauca,1535.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
1096,Lindera glauca,1535.6,1,C2,P12,C2/P12,Shrub,Deciduous,light
