NO,Species,degree.bud,status,chilling,photoperiod,group,Growth.form,Deciduousness,shade.tolerance
1715,Prunus schneideriana,260.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1716,Prunus schneideriana,260.6,2,C2,P14,C2/P14,Tree,Deciduous,light
1717,Prunus schneideriana,1404.4,1,C1,P10,C1/P10,Tree,Deciduous,light
1718,Acer cordatum,535.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1719,Acer cordatum,635.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1720,Acer cordatum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1721,Acer cordatum,535.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1722,Acer cordatum,420.9,2,C3,P10,C3/P10,Shrub,Deciduous,shade
1723,Acer cordatum,470.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1724,Acer cordatum,535.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1725,Acer cordatum,420.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1726,Acer cordatum,1085.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1727,Acer cordatum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1728,Acer cordatum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1729,Acer cordatum,585.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1730,Acer cordatum,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,shade
1731,Acer cordatum,470.9,2,C3,P14,C3/P14,Shrub,Deciduous,shade
1732,Acer cordatum,1404.4,2,C1,P12,C1/P12,Shrub,Deciduous,shade
1733,Acer cordatum,420.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1734,Acer cordatum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1735,Acer cordatum,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,shade
1736,Acer cordatum,470.9,2,C3,P14,C3/P14,Shrub,Deciduous,shade
1737,Acer cordatum,1385.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1738,Acer cordatum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1739,Acer cordatum,635.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1740,Acer cordatum,1204.4,2,C1,P14,C1/P14,Shrub,Deciduous,shade
1741,Acer cordatum,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,shade
1742,Acer cordatum,535.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1743,Acer cordatum,435.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1744,Acer cordatum,1404.4,1,C1,P12,C1/P12,Shrub,Deciduous,shade
1745,Acer cordatum,535.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1746,Acer cordatum,420.9,2,C3,P14,C3/P14,Shrub,Deciduous,shade
1747,Acer cordatum,1535.6,1,C2,P10,C2/P10,Shrub,Deciduous,shade
1748,Acer cordatum,470.9,2,C3,P10,C3/P10,Shrub,Deciduous,shade
1749,Acer cordatum,479.4,2,C1,P12,C1/P12,Shrub,Deciduous,shade
1750,Acer cordatum,585.6,2,C2,P10,C2/P10,Shrub,Deciduous,shade
1751,Acer cordatum,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,shade
1752,Acer cordatum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1753,Acer cordatum,470.9,2,C3,P10,C3/P10,Shrub,Deciduous,shade
1754,Acer cordatum,1535.6,1,C2,P12,C2/P12,Shrub,Deciduous,shade
1755,Acer cordatum,470.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1756,Acer cordatum,435.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
1757,Acer cordatum,1745.9,1,C3,P10,C3/P10,Shrub,Deciduous,shade
1758,Acer cordatum,529.4,2,C1,P10,C1/P10,Shrub,Deciduous,shade
1759,Acer cordatum,1404.4,1,C1,P10,C1/P10,Shrub,Deciduous,shade
1760,Acer cordatum,470.9,2,C3,P10,C3/P10,Shrub,Deciduous,shade
1761,Acer cordatum,470.9,2,C3,P14,C3/P14,Shrub,Deciduous,shade
1762,Acer cordatum,470.9,2,C3,P14,C3/P14,Shrub,Deciduous,shade
1763,Acer cordatum,470.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1764,Acer cordatum,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,shade
1765,Acer cordatum,595.9,2,C3,P12,C3/P12,Shrub,Deciduous,shade
1766,Acer cordatum,360.6,2,C2,P14,C2/P14,Shrub,Deciduous,shade
1767,Acer cordatum,1404.4,1,C1,P14,C1/P14,Shrub,Deciduous,shade
1768,Acer cordatum,1535.6,1,C2,P14,C2/P14,Shrub,Deciduous,shade
1769,Acer cordatum,420.9,2,C3,P14,C3/P14,Shrub,Deciduous,shade
1770,Acer cordatum,420.9,2,C3,P10,C3/P10,Shrub,Deciduous,shade
1771,Acer cordatum,535.6,2,C2,P12,C2/P12,Shrub,Deciduous,shade
